MES,PAIS,CONTINENTE,OCM,NUMERO_VISITANTES
DICIEMBRE,LIBERIA,ÁFRICA,KASANI,0
DICIEMBRE,LIBERIA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,LIBERIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,LIBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,LIBIA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,LIBIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,LIBIA,ÁFRICA,KASANI,0
DICIEMBRE,LIBIA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,LIBIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,LIECHTENSTEIN,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,32
DICIEMBRE,LIECHTENSTEIN,EUROPA,CEBAF - TUMBES,1
DICIEMBRE,LIECHTENSTEIN,EUROPA,DESAGUADERO,2
DICIEMBRE,LIECHTENSTEIN,EUROPA,KASANI,1
DICIEMBRE,LIECHTENSTEIN,EUROPA,OTRAS OCM,0
DICIEMBRE,LIECHTENSTEIN,EUROPA,SANTA ROSA,0
DICIEMBRE,LITUANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,348
DICIEMBRE,LITUANIA,EUROPA,CEBAF - TUMBES,5
DICIEMBRE,LITUANIA,EUROPA,DESAGUADERO,12
DICIEMBRE,LITUANIA,EUROPA,KASANI,6
DICIEMBRE,LITUANIA,EUROPA,OTRAS OCM,19
DICIEMBRE,LITUANIA,EUROPA,SANTA ROSA,5
DICIEMBRE,LUXEMBURGO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,185
DICIEMBRE,LUXEMBURGO,EUROPA,CEBAF - TUMBES,0
DICIEMBRE,LUXEMBURGO,EUROPA,DESAGUADERO,2
DICIEMBRE,LUXEMBURGO,EUROPA,KASANI,3
DICIEMBRE,LUXEMBURGO,EUROPA,OTRAS OCM,11
DICIEMBRE,LUXEMBURGO,EUROPA,SANTA ROSA,4
DICIEMBRE,LÍBANO,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,86
DICIEMBRE,LÍBANO,ASIA,CEBAF - TUMBES,1
DICIEMBRE,LÍBANO,ASIA,DESAGUADERO,0
DICIEMBRE,LÍBANO,ASIA,KASANI,2
DICIEMBRE,LÍBANO,ASIA,OTRAS OCM,1
DICIEMBRE,LÍBANO,ASIA,SANTA ROSA,5
DICIEMBRE,MADAGASCAR,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,9
DICIEMBRE,MADAGASCAR,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,MADAGASCAR,ÁFRICA,DESAGUADERO,0
DICIEMBRE,MADAGASCAR,ÁFRICA,KASANI,0
DICIEMBRE,MADAGASCAR,ÁFRICA,OTRAS OCM,0
DICIEMBRE,MADAGASCAR,ÁFRICA,SANTA ROSA,0
DICIEMBRE,MALASIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,725
DICIEMBRE,MALASIA,ASIA,CEBAF - TUMBES,5
DICIEMBRE,MALASIA,ASIA,DESAGUADERO,10
DICIEMBRE,MALASIA,ASIA,KASANI,10
DICIEMBRE,MALASIA,ASIA,OTRAS OCM,63
DICIEMBRE,MALASIA,ASIA,SANTA ROSA,22
DICIEMBRE,MALAWI,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
DICIEMBRE,MALAWI,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,MALAWI,ÁFRICA,DESAGUADERO,0
DICIEMBRE,MALAWI,ÁFRICA,KASANI,0
DICIEMBRE,MALAWI,ÁFRICA,OTRAS OCM,0
DICIEMBRE,MALAWI,ÁFRICA,SANTA ROSA,0
DICIEMBRE,MALDIVAS,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
DICIEMBRE,MALDIVAS,ASIA,CEBAF - TUMBES,0
DICIEMBRE,MALDIVAS,ASIA,DESAGUADERO,0
DICIEMBRE,MALDIVAS,ASIA,KASANI,0
DICIEMBRE,MALDIVAS,ASIA,OTRAS OCM,0
DICIEMBRE,MALDIVAS,ASIA,SANTA ROSA,1
DICIEMBRE,MALTA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,149
DICIEMBRE,MALTA,EUROPA,CEBAF - TUMBES,1
DICIEMBRE,MALTA,EUROPA,DESAGUADERO,1
DICIEMBRE,MALTA,EUROPA,KASANI,1
DICIEMBRE,MALTA,EUROPA,OTRAS OCM,6
DICIEMBRE,MALTA,EUROPA,SANTA ROSA,0
DICIEMBRE,MALÍ,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,MALÍ,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,MALÍ,ÁFRICA,DESAGUADERO,0
DICIEMBRE,MALÍ,ÁFRICA,KASANI,0
DICIEMBRE,MALÍ,ÁFRICA,OTRAS OCM,0
DICIEMBRE,MALÍ,ÁFRICA,SANTA ROSA,0
DICIEMBRE,MARRUECOS,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,101
DICIEMBRE,MARRUECOS,ÁFRICA,CEBAF - TUMBES,1
DICIEMBRE,MARRUECOS,ÁFRICA,DESAGUADERO,2
DICIEMBRE,MARRUECOS,ÁFRICA,KASANI,2
DICIEMBRE,MARRUECOS,ÁFRICA,OTRAS OCM,8
DICIEMBRE,MARRUECOS,ÁFRICA,SANTA ROSA,6
DICIEMBRE,MAURICIO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,13
DICIEMBRE,MAURICIO,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,MAURICIO,ÁFRICA,DESAGUADERO,0
DICIEMBRE,MAURICIO,ÁFRICA,KASANI,1
DICIEMBRE,MAURICIO,ÁFRICA,OTRAS OCM,2
DICIEMBRE,MAURICIO,ÁFRICA,SANTA ROSA,0
DICIEMBRE,MAURITANIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,MAURITANIA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,MAURITANIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,MAURITANIA,ÁFRICA,KASANI,0
DICIEMBRE,MAURITANIA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,MAURITANIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,MONGOLIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,53
DICIEMBRE,MONGOLIA,ASIA,CEBAF - TUMBES,0
DICIEMBRE,MONGOLIA,ASIA,DESAGUADERO,0
DICIEMBRE,MONGOLIA,ASIA,KASANI,0
DICIEMBRE,MONGOLIA,ASIA,OTRAS OCM,5
DICIEMBRE,MONGOLIA,ASIA,SANTA ROSA,0
DICIEMBRE,MOZAMBIQUE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,19
DICIEMBRE,MOZAMBIQUE,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,MOZAMBIQUE,ÁFRICA,DESAGUADERO,0
DICIEMBRE,MOZAMBIQUE,ÁFRICA,KASANI,0
DICIEMBRE,MOZAMBIQUE,ÁFRICA,OTRAS OCM,2
DICIEMBRE,MOZAMBIQUE,ÁFRICA,SANTA ROSA,0
DICIEMBRE,MYANMAR,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,34
DICIEMBRE,MYANMAR,ASIA,CEBAF - TUMBES,0
DICIEMBRE,MYANMAR,ASIA,DESAGUADERO,1
DICIEMBRE,MYANMAR,ASIA,KASANI,1
DICIEMBRE,MYANMAR,ASIA,OTRAS OCM,23
DICIEMBRE,MYANMAR,ASIA,SANTA ROSA,0
DICIEMBRE,MÉXICO,AMÉRICA DEL NORTE,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,45630
DICIEMBRE,MÉXICO,AMÉRICA DEL NORTE,CEBAF - TUMBES,127
DICIEMBRE,MÉXICO,AMÉRICA DEL NORTE,DESAGUADERO,227
DICIEMBRE,MÉXICO,AMÉRICA DEL NORTE,KASANI,124
DICIEMBRE,MÉXICO,AMÉRICA DEL NORTE,OTRAS OCM,1079
DICIEMBRE,MÉXICO,AMÉRICA DEL NORTE,SANTA ROSA,252
DICIEMBRE,MÓNACO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7
DICIEMBRE,MÓNACO,EUROPA,CEBAF - TUMBES,0
DICIEMBRE,MÓNACO,EUROPA,DESAGUADERO,0
DICIEMBRE,MÓNACO,EUROPA,KASANI,0
DICIEMBRE,MÓNACO,EUROPA,OTRAS OCM,2
DICIEMBRE,MÓNACO,EUROPA,SANTA ROSA,0
DICIEMBRE,NAMIBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
DICIEMBRE,NAMIBIA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,NAMIBIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,NAMIBIA,ÁFRICA,KASANI,0
DICIEMBRE,NAMIBIA,ÁFRICA,OTRAS OCM,1
DICIEMBRE,NAMIBIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,NAURU,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,NAURU,OCEANÍA,CEBAF - TUMBES,0
DICIEMBRE,NAURU,OCEANÍA,DESAGUADERO,0
DICIEMBRE,NAURU,OCEANÍA,KASANI,0
DICIEMBRE,NAURU,OCEANÍA,OTRAS OCM,0
DICIEMBRE,NAURU,OCEANÍA,SANTA ROSA,0
DICIEMBRE,NEPAL,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,45
DICIEMBRE,NEPAL,ASIA,CEBAF - TUMBES,0
DICIEMBRE,NEPAL,ASIA,DESAGUADERO,0
DICIEMBRE,NEPAL,ASIA,KASANI,1
DICIEMBRE,NEPAL,ASIA,OTRAS OCM,1
DICIEMBRE,NEPAL,ASIA,SANTA ROSA,2
DICIEMBRE,NICARAGUA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,463
DICIEMBRE,NICARAGUA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
DICIEMBRE,NICARAGUA,AMÉRICA CENTRAL,DESAGUADERO,1
DICIEMBRE,NICARAGUA,AMÉRICA CENTRAL,KASANI,3
DICIEMBRE,NICARAGUA,AMÉRICA CENTRAL,OTRAS OCM,14
DICIEMBRE,NICARAGUA,AMÉRICA CENTRAL,SANTA ROSA,0
DICIEMBRE,NIGERIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,39
DICIEMBRE,NIGERIA,ÁFRICA,CEBAF - TUMBES,1
DICIEMBRE,NIGERIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,NIGERIA,ÁFRICA,KASANI,1
DICIEMBRE,NIGERIA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,NIGERIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,NORUEGA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1758
DICIEMBRE,NORUEGA,EUROPA,CEBAF - TUMBES,14
DICIEMBRE,NORUEGA,EUROPA,DESAGUADERO,39
DICIEMBRE,NORUEGA,EUROPA,KASANI,50
DICIEMBRE,NORUEGA,EUROPA,OTRAS OCM,121
DICIEMBRE,NORUEGA,EUROPA,SANTA ROSA,36
DICIEMBRE,NUEVA ZELANDIA,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1595
DICIEMBRE,NUEVA ZELANDIA,OCEANÍA,CEBAF - TUMBES,28
DICIEMBRE,NUEVA ZELANDIA,OCEANÍA,DESAGUADERO,49
DICIEMBRE,NUEVA ZELANDIA,OCEANÍA,KASANI,50
DICIEMBRE,NUEVA ZELANDIA,OCEANÍA,OTRAS OCM,338
DICIEMBRE,NUEVA ZELANDIA,OCEANÍA,SANTA ROSA,31
DICIEMBRE,NÍGER,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
DICIEMBRE,NÍGER,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,NÍGER,ÁFRICA,DESAGUADERO,0
DICIEMBRE,NÍGER,ÁFRICA,KASANI,0
DICIEMBRE,NÍGER,ÁFRICA,OTRAS OCM,1
DICIEMBRE,NÍGER,ÁFRICA,SANTA ROSA,0
DICIEMBRE,OMÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,10
DICIEMBRE,OMÁN,ASIA,CEBAF - TUMBES,0
DICIEMBRE,OMÁN,ASIA,DESAGUADERO,1
DICIEMBRE,OMÁN,ASIA,KASANI,0
DICIEMBRE,OMÁN,ASIA,OTRAS OCM,0
DICIEMBRE,OMÁN,ASIA,SANTA ROSA,0
DICIEMBRE,PAKISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,68
DICIEMBRE,PAKISTÁN,ASIA,CEBAF - TUMBES,2
DICIEMBRE,PAKISTÁN,ASIA,DESAGUADERO,3
DICIEMBRE,PAKISTÁN,ASIA,KASANI,1
DICIEMBRE,PAKISTÁN,ASIA,OTRAS OCM,5
DICIEMBRE,PAKISTÁN,ASIA,SANTA ROSA,63
DICIEMBRE,PALESTINA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,11
DICIEMBRE,PALESTINA,ASIA,CEBAF - TUMBES,0
DICIEMBRE,PALESTINA,ASIA,DESAGUADERO,0
DICIEMBRE,PALESTINA,ASIA,KASANI,0
DICIEMBRE,PALESTINA,ASIA,OTRAS OCM,0
DICIEMBRE,PALESTINA,ASIA,SANTA ROSA,0
DICIEMBRE,PANAMÁ,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,8016
DICIEMBRE,PANAMÁ,AMÉRICA CENTRAL,CEBAF - TUMBES,8
DICIEMBRE,PANAMÁ,AMÉRICA CENTRAL,DESAGUADERO,15
DICIEMBRE,PANAMÁ,AMÉRICA CENTRAL,KASANI,6
DICIEMBRE,PANAMÁ,AMÉRICA CENTRAL,OTRAS OCM,163
DICIEMBRE,PANAMÁ,AMÉRICA CENTRAL,SANTA ROSA,17
DICIEMBRE,PAPÚA (NG),OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,11
DICIEMBRE,PAPÚA (NG),OCEANÍA,CEBAF - TUMBES,0
DICIEMBRE,PAPÚA (NG),OCEANÍA,DESAGUADERO,0
DICIEMBRE,PAPÚA (NG),OCEANÍA,KASANI,0
DICIEMBRE,PAPÚA (NG),OCEANÍA,OTRAS OCM,0
DICIEMBRE,PAPÚA (NG),OCEANÍA,SANTA ROSA,0
DICIEMBRE,PARAGUAY,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3029
DICIEMBRE,PARAGUAY,AMÉRICA DEL SUR,CEBAF - TUMBES,10
DICIEMBRE,PARAGUAY,AMÉRICA DEL SUR,DESAGUADERO,153
DICIEMBRE,PARAGUAY,AMÉRICA DEL SUR,KASANI,24
DICIEMBRE,PARAGUAY,AMÉRICA DEL SUR,OTRAS OCM,42
DICIEMBRE,PARAGUAY,AMÉRICA DEL SUR,SANTA ROSA,268
DICIEMBRE,PAÍSES BAJOS (HOLANDA),EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,11103
DICIEMBRE,PAÍSES BAJOS (HOLANDA),EUROPA,CEBAF - TUMBES,158
DICIEMBRE,PAÍSES BAJOS (HOLANDA),EUROPA,DESAGUADERO,180
DICIEMBRE,PAÍSES BAJOS (HOLANDA),EUROPA,KASANI,249
DICIEMBRE,PAÍSES BAJOS (HOLANDA),EUROPA,OTRAS OCM,404
DICIEMBRE,PAÍSES BAJOS (HOLANDA),EUROPA,SANTA ROSA,131
DICIEMBRE,POLONIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2120
DICIEMBRE,POLONIA,EUROPA,CEBAF - TUMBES,40
DICIEMBRE,POLONIA,EUROPA,DESAGUADERO,354
DICIEMBRE,POLONIA,EUROPA,KASANI,128
DICIEMBRE,POLONIA,EUROPA,OTRAS OCM,197
DICIEMBRE,POLONIA,EUROPA,SANTA ROSA,38
DICIEMBRE,PORTUGAL,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2311
DICIEMBRE,PORTUGAL,EUROPA,CEBAF - TUMBES,12
DICIEMBRE,PORTUGAL,EUROPA,DESAGUADERO,136
DICIEMBRE,PORTUGAL,EUROPA,KASANI,76
DICIEMBRE,PORTUGAL,EUROPA,OTRAS OCM,131
DICIEMBRE,PORTUGAL,EUROPA,SANTA ROSA,47
DICIEMBRE,PTO. RICO,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,554
DICIEMBRE,PTO. RICO,AMÉRICA CENTRAL,CEBAF - TUMBES,2
DICIEMBRE,PTO. RICO,AMÉRICA CENTRAL,DESAGUADERO,1
DICIEMBRE,PTO. RICO,AMÉRICA CENTRAL,KASANI,0
DICIEMBRE,PTO. RICO,AMÉRICA CENTRAL,OTRAS OCM,54
DICIEMBRE,PTO. RICO,AMÉRICA CENTRAL,SANTA ROSA,5
DICIEMBRE,R.F. YUGOSLAVIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,R.F. YUGOSLAVIA,EUROPA,CEBAF - TUMBES,0
DICIEMBRE,R.F. YUGOSLAVIA,EUROPA,DESAGUADERO,0
DICIEMBRE,R.F. YUGOSLAVIA,EUROPA,KASANI,0
DICIEMBRE,R.F. YUGOSLAVIA,EUROPA,OTRAS OCM,0
DICIEMBRE,R.F. YUGOSLAVIA,EUROPA,SANTA ROSA,0
DICIEMBRE,REINO UNIDO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,14777
DICIEMBRE,REINO UNIDO,EUROPA,CEBAF - TUMBES,330
DICIEMBRE,REINO UNIDO,EUROPA,DESAGUADERO,322
DICIEMBRE,REINO UNIDO,EUROPA,KASANI,438
DICIEMBRE,REINO UNIDO,EUROPA,OTRAS OCM,1963
DICIEMBRE,REINO UNIDO,EUROPA,SANTA ROSA,191
DICIEMBRE,REP. CENTROAFRICANA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
DICIEMBRE,REP. CENTROAFRICANA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,REP. CENTROAFRICANA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,REP. CENTROAFRICANA,ÁFRICA,KASANI,0
DICIEMBRE,REP. CENTROAFRICANA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,REP. CENTROAFRICANA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,REP. CHECA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,986
DICIEMBRE,REP. CHECA,EUROPA,CEBAF - TUMBES,27
DICIEMBRE,REP. CHECA,EUROPA,DESAGUADERO,34
DICIEMBRE,REP. CHECA,EUROPA,KASANI,50
DICIEMBRE,REP. CHECA,EUROPA,OTRAS OCM,85
DICIEMBRE,REP. CHECA,EUROPA,SANTA ROSA,17
DICIEMBRE,REP. DOMINICANA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4247
DICIEMBRE,REP. DOMINICANA,AMÉRICA CENTRAL,CEBAF - TUMBES,132
DICIEMBRE,REP. DOMINICANA,AMÉRICA CENTRAL,DESAGUADERO,15
DICIEMBRE,REP. DOMINICANA,AMÉRICA CENTRAL,KASANI,6
DICIEMBRE,REP. DOMINICANA,AMÉRICA CENTRAL,OTRAS OCM,114
DICIEMBRE,REP. DOMINICANA,AMÉRICA CENTRAL,SANTA ROSA,130
DICIEMBRE,REP. MOLDOVA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
DICIEMBRE,REP. MOLDOVA,EUROPA,CEBAF - TUMBES,0
DICIEMBRE,REP. MOLDOVA,EUROPA,DESAGUADERO,1
DICIEMBRE,REP. MOLDOVA,EUROPA,KASANI,0
DICIEMBRE,REP. MOLDOVA,EUROPA,OTRAS OCM,2
DICIEMBRE,REP. MOLDOVA,EUROPA,SANTA ROSA,0
DICIEMBRE,RESTO DEL MUNDO,RESTO DEL MUNDO,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,526
DICIEMBRE,RESTO DEL MUNDO,RESTO DEL MUNDO,CEBAF - TUMBES,8
DICIEMBRE,RESTO DEL MUNDO,RESTO DEL MUNDO,DESAGUADERO,1
DICIEMBRE,RESTO DEL MUNDO,RESTO DEL MUNDO,KASANI,6
DICIEMBRE,RESTO DEL MUNDO,RESTO DEL MUNDO,OTRAS OCM,73
DICIEMBRE,RESTO DEL MUNDO,RESTO DEL MUNDO,SANTA ROSA,5
DICIEMBRE,RUMANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1192
DICIEMBRE,RUMANIA,EUROPA,CEBAF - TUMBES,8
DICIEMBRE,RUMANIA,EUROPA,DESAGUADERO,15
DICIEMBRE,RUMANIA,EUROPA,KASANI,87
DICIEMBRE,RUMANIA,EUROPA,OTRAS OCM,106
DICIEMBRE,RUMANIA,EUROPA,SANTA ROSA,13
DICIEMBRE,RUSIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4051
DICIEMBRE,RUSIA,EUROPA,CEBAF - TUMBES,56
DICIEMBRE,RUSIA,EUROPA,DESAGUADERO,114
DICIEMBRE,RUSIA,EUROPA,KASANI,51
DICIEMBRE,RUSIA,EUROPA,OTRAS OCM,309
DICIEMBRE,RUSIA,EUROPA,SANTA ROSA,61
DICIEMBRE,RWANDA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
DICIEMBRE,RWANDA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,RWANDA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,RWANDA,ÁFRICA,KASANI,0
DICIEMBRE,RWANDA,ÁFRICA,OTRAS OCM,1
DICIEMBRE,RWANDA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,20
DICIEMBRE,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
DICIEMBRE,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,DESAGUADERO,0
DICIEMBRE,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,KASANI,0
DICIEMBRE,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,OTRAS OCM,4
DICIEMBRE,SAINT KITIS Y NEVIS,AMÉRICA CENTRAL,SANTA ROSA,0
DICIEMBRE,SALOMÓN ISLA,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,36
DICIEMBRE,SALOMÓN ISLA,OCEANÍA,CEBAF - TUMBES,1
DICIEMBRE,SALOMÓN ISLA,OCEANÍA,DESAGUADERO,0
DICIEMBRE,SALOMÓN ISLA,OCEANÍA,KASANI,1
DICIEMBRE,SALOMÓN ISLA,OCEANÍA,OTRAS OCM,0
DICIEMBRE,SALOMÓN ISLA,OCEANÍA,SANTA ROSA,0
DICIEMBRE,SAMOA OCCIDENTAL,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,SAMOA OCCIDENTAL,OCEANÍA,CEBAF - TUMBES,0
DICIEMBRE,SAMOA OCCIDENTAL,OCEANÍA,DESAGUADERO,0
DICIEMBRE,SAMOA OCCIDENTAL,OCEANÍA,KASANI,0
DICIEMBRE,SAMOA OCCIDENTAL,OCEANÍA,OTRAS OCM,0
DICIEMBRE,SAMOA OCCIDENTAL,OCEANÍA,SANTA ROSA,0
DICIEMBRE,SAN MARINO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,12
DICIEMBRE,SAN MARINO,EUROPA,CEBAF - TUMBES,0
DICIEMBRE,SAN MARINO,EUROPA,DESAGUADERO,1
DICIEMBRE,SAN MARINO,EUROPA,KASANI,0
DICIEMBRE,SAN MARINO,EUROPA,OTRAS OCM,0
DICIEMBRE,SAN MARINO,EUROPA,SANTA ROSA,0
DICIEMBRE,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,13
DICIEMBRE,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
DICIEMBRE,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,DESAGUADERO,0
DICIEMBRE,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,KASANI,0
DICIEMBRE,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,OTRAS OCM,1
DICIEMBRE,SAN VIC. GRANADINAS,AMÉRICA CENTRAL,SANTA ROSA,0
DICIEMBRE,SANTA LUCÍA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,13
DICIEMBRE,SANTA LUCÍA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
DICIEMBRE,SANTA LUCÍA,AMÉRICA CENTRAL,DESAGUADERO,0
DICIEMBRE,SANTA LUCÍA,AMÉRICA CENTRAL,KASANI,0
DICIEMBRE,SANTA LUCÍA,AMÉRICA CENTRAL,OTRAS OCM,3
DICIEMBRE,SANTA LUCÍA,AMÉRICA CENTRAL,SANTA ROSA,0
DICIEMBRE,SENEGAL,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,8
DICIEMBRE,SENEGAL,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,SENEGAL,ÁFRICA,DESAGUADERO,0
DICIEMBRE,SENEGAL,ÁFRICA,KASANI,0
DICIEMBRE,SENEGAL,ÁFRICA,OTRAS OCM,1
DICIEMBRE,SENEGAL,ÁFRICA,SANTA ROSA,0
DICIEMBRE,SEYCHELLES,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
DICIEMBRE,SEYCHELLES,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,SEYCHELLES,ÁFRICA,DESAGUADERO,0
DICIEMBRE,SEYCHELLES,ÁFRICA,KASANI,0
DICIEMBRE,SEYCHELLES,ÁFRICA,OTRAS OCM,0
DICIEMBRE,SEYCHELLES,ÁFRICA,SANTA ROSA,0
DICIEMBRE,SIERRA LEONA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
DICIEMBRE,SIERRA LEONA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,SIERRA LEONA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,SIERRA LEONA,ÁFRICA,KASANI,0
DICIEMBRE,SIERRA LEONA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,SIERRA LEONA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,SIKKIM,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,SIKKIM,ASIA,CEBAF - TUMBES,0
DICIEMBRE,SIKKIM,ASIA,DESAGUADERO,0
DICIEMBRE,SIKKIM,ASIA,KASANI,0
DICIEMBRE,SIKKIM,ASIA,OTRAS OCM,0
DICIEMBRE,SIKKIM,ASIA,SANTA ROSA,0
DICIEMBRE,SINGAPUR,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1156
DICIEMBRE,SINGAPUR,ASIA,CEBAF - TUMBES,3
DICIEMBRE,SINGAPUR,ASIA,DESAGUADERO,6
