MES,PAIS,CONTINENTE,OCM,NUMERO_VISITANTES
OCTUBRE,BURKINA FASO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
OCTUBRE,BURKINA FASO,ÁFRICA,CEBAF - TUMBES,0
OCTUBRE,BURKINA FASO,ÁFRICA,DESAGUADERO,0
OCTUBRE,BURKINA FASO,ÁFRICA,KASANI,0
OCTUBRE,BURKINA FASO,ÁFRICA,OTRAS OCM,0
OCTUBRE,BURKINA FASO,ÁFRICA,SANTA ROSA,0
OCTUBRE,BURUNDI,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2
OCTUBRE,BURUNDI,ÁFRICA,CEBAF - TUMBES,0
OCTUBRE,BURUNDI,ÁFRICA,DESAGUADERO,0
OCTUBRE,BURUNDI,ÁFRICA,KASANI,0
OCTUBRE,BURUNDI,ÁFRICA,OTRAS OCM,0
OCTUBRE,BURUNDI,ÁFRICA,SANTA ROSA,0
OCTUBRE,BÉLGICA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,6349
OCTUBRE,BÉLGICA,EUROPA,CEBAF - TUMBES,97
OCTUBRE,BÉLGICA,EUROPA,DESAGUADERO,194
OCTUBRE,BÉLGICA,EUROPA,KASANI,208
OCTUBRE,BÉLGICA,EUROPA,OTRAS OCM,181
OCTUBRE,BÉLGICA,EUROPA,SANTA ROSA,56
OCTUBRE,CABO VERDE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,10
OCTUBRE,CABO VERDE,ÁFRICA,CEBAF - TUMBES,0
OCTUBRE,CABO VERDE,ÁFRICA,DESAGUADERO,0
OCTUBRE,CABO VERDE,ÁFRICA,KASANI,0
OCTUBRE,CABO VERDE,ÁFRICA,OTRAS OCM,5
OCTUBRE,CABO VERDE,ÁFRICA,SANTA ROSA,0
OCTUBRE,CAMBOYA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
OCTUBRE,CAMBOYA,ASIA,CEBAF - TUMBES,0
OCTUBRE,CAMBOYA,ASIA,DESAGUADERO,0
OCTUBRE,CAMBOYA,ASIA,KASANI,0
OCTUBRE,CAMBOYA,ASIA,OTRAS OCM,0
OCTUBRE,CAMBOYA,ASIA,SANTA ROSA,0
OCTUBRE,CAMERÚN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,19
OCTUBRE,CAMERÚN,ÁFRICA,CEBAF - TUMBES,1
OCTUBRE,CAMERÚN,ÁFRICA,DESAGUADERO,0
OCTUBRE,CAMERÚN,ÁFRICA,KASANI,0
OCTUBRE,CAMERÚN,ÁFRICA,OTRAS OCM,0
OCTUBRE,CAMERÚN,ÁFRICA,SANTA ROSA,0
OCTUBRE,CANADÁ,AMÉRICA DEL NORTE,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,29069
OCTUBRE,CANADÁ,AMÉRICA DEL NORTE,CEBAF - TUMBES,173
OCTUBRE,CANADÁ,AMÉRICA DEL NORTE,DESAGUADERO,178
OCTUBRE,CANADÁ,AMÉRICA DEL NORTE,KASANI,162
OCTUBRE,CANADÁ,AMÉRICA DEL NORTE,OTRAS OCM,1832
OCTUBRE,CANADÁ,AMÉRICA DEL NORTE,SANTA ROSA,88
OCTUBRE,CEYLÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
OCTUBRE,CEYLÁN,ASIA,CEBAF - TUMBES,0
OCTUBRE,CEYLÁN,ASIA,DESAGUADERO,0
OCTUBRE,CEYLÁN,ASIA,KASANI,0
OCTUBRE,CEYLÁN,ASIA,OTRAS OCM,0
OCTUBRE,CEYLÁN,ASIA,SANTA ROSA,0
OCTUBRE,CHAD,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
